Mod:Item:MetaData, Localized Name
rsgauges:pulseswitch1, Machine Button
rsgauges:pulseswitch2, Fenced Machine Button
rsgauges:pulseswitch6, Industrial Button
rsgauges:pulseswitch5, Industrial Foot Button
rsgauges:pulseswitch3, Industrial Pull Handle Button
rsgauges:dimmerswitch1, Industrial Dimmer
rsgauges:contactmat1, Industrial Door Contact Mat
rsgauges:contactmat2, Industrial Contact Mat
rsgauges:contactmat3, Industrial Shock Sensitive Contact Mat
rsgauges:trapdoorswitch1, Industrial Shock Activated Trapdoor
rsgauges:trapdoorswitch2, Industrial Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch3, Industrial Fall-Through Detection Frame
rsgauges:automaticswitch4, Industrial Day Timer Clock
rsgauges:automaticswitch7, Industrial Interval Signal Timer
rsgauges:automaticswitch1, Industrial Infrared Entity Detector
rsgauges:automaticswitch2, Industrial Linear Laser Entity Detector
rsgauges:automaticswitch3, Industrial Local Light Sensor
rsgauges:automaticswitch5, Industrial Rain Sensor
rsgauges:automaticswitch6, Industrial Thunderstorm Detector
rsgauges:observerswitch1, Industrial Block Category Detector
rsgauges:relay_pulseswitchrx1, Industrial Pulse Switch Link Receiver
rsgauges:relay_pulseswitchrx2, Industrial Cased Pulse Switch Link Receiver
rsgauges:relay_bistableswitchrx1, Industrial Switch Link Receiver
rsgauges:relay_bistableswitchrx2, Industrial Cased Switch Link Receiver
rsgauges:relay_pulseswitchtx1, Industrial Switch Link Pulse Sender
rsgauges:relay_bistableswitchtx1, Industrial Switch Link Sender
rsgauges:industrial_knock_switch, Knock Detector Bistable Switch (industrial)
rsgauges:industrial_knock_button, Knock Detector Pulse Switch (industrial)
rsgauges:flatgauge1, Analog Voltmeter Redstone Gauge
rsgauges:flatgauge6, Small Analog Voltmeter Redstone Gauge
rsgauges:flatgauge2, Analog Bar Redstone Gauge
rsgauges:flatgauge3, Small Digital Display Redstone Gauge
rsgauges:flatgauge5, Glass Tube Redstone Gauge
rsgauges:indicator4, Alarm Lamp
rsgauges:soundindicator1, Alarm Siren
rsgauges:indicator1, Green LED Redstone Indicator
rsgauges:indicator1blink1, Green Blinking LED Redstone Indicator
rsgauges:indicator2, Yellow LED Redstone Indicator
rsgauges:indicator2blink1, Yellow Blinking LED Redstone Indicator
rsgauges:indicator3, Red LED Redstone Indicator
rsgauges:indicator3blink1, Red LED Redstone Indicator
rsgauges:indicator_led_white, White LED Redstone Indicator
rsgauges:indicator_led_white_blink, White Blinking LED Redstone Indicator
rsgauges:bistableswitch_rustic1, Rustic Lever
rsgauges:bistableswitch_rustic2, Rustic Two-Hinge Lever
rsgauges:bistableswitch_rustic3, Rustic Rotary Lever
rsgauges:bistableswitch_rustic7, Rustic Nail Lever
rsgauges:pulseswitch_rustic1, Rustic Button
rsgauges:pulseswitch_rustic2, Rustic Small Button
rsgauges:pulseswitch_rustic3, Rustic Chain Button
rsgauges:pulseswitch_rustic7, Rustic Nail Button
rsgauges:contactmat_rustic1, Rustic Door Pressure Plate
rsgauges:contactmat_rustic2, Rustic Pressure Plate
rsgauges:contactmat_rustic3, Rustic Shock Sensitive Pressure Plate
rsgauges:trapdoorswitch_rustic1, Rustic Shock Activated Trapdoor
rsgauges:trapdoorswitch_rustic2, Rustic Sensitive Shock Activated Trapdoor
rsgauges:trapdoorswitch_rustic3, Rustic Fall-Through Detector Trapdoor
rsgauges:gauge_rustic2, Rustic Circular Wall Meter Redstone gauge
rsgauges:indicator_rustic_flag, Rustic Redstone Semaphore
rsgauges:bistableswitch_glass1, Bistable Glass Switch
rsgauges:bistableswitch_glass2, Bistable Glass Touch Switch
rsgauges:pulseswitch_glass1, Glass Button
rsgauges:pulseswitch_glass2, Small Glass Button
rsgauges:pulseswitch_glass3, Glass Touch Button
rsgauges:contactmat_glass1, Configurable Glass Contact Plate
rsgauges:contactmat_glass2, Glass Contact Plate
rsgauges:daytimeswitch_glass1, Glass Day Timer Clock
rsgauges:timerswitch_glass1, Glass Interval Signal Timer
rsgauges:detectorswitch_glass1, Glass Infrared Entity Detector
rsgauges:detectorswitch_glass2, Glass Linear Laser Entity Detector
rsgauges:industrial_comparator_switch, Industrial Comparator Switch
rsgauges:flatgauge4, Glass Bar Redstone Gauge
rsgauges:bistableswitch_oldfancy1, Old Fancy Lever
rsgauges:bistableswitch_oldfancy2, Old Fancy Rotary Lever
rsgauges:pulseswitch_oldfancy1, Old Fancy Button
rsgauges:pulseswitch_oldfancy2, Old Fancy Chain Button
rsgauges:pulseswitch_oldfancy4, Small Old Fancy Button
rsgauges:powerplant_yellow, Yellow power plant
rsgauges:powerplant_red, Red power plant
rsgauges:bistableswitch4, Small Light Switch
rsgauges:arrowtarget, Arrow Target
rsgauges:valve_wheel_switch, Valve Switch
rsgauges:elevator_button, Elevator Button
rsgauges:door_sensor_switch, Door sensor
rsgauges:sensitiveglass, Redstone-Sensitive Glass Block (Light Emitting)
rsgauges:sensitiveglass_white, Redstone-Sensitive Glass Block (White-Stained)
rsgauges:sensitiveglass_red, Redstone-Sensitive Glass Block (Red-Stained)
rsgauges:sensitiveglass_green, Redstone-Sensitive Glass Block (Green-Stained)
rsgauges:sensitiveglass_blue, Redstone-Sensitive Glass Block (Blue-Stained)
rsgauges:sensitiveglass_yellow, Redstone-Sensitive Glass Block (Yellow-Stained)
rsgauges:sensitiveglass_orange, Redstone-Sensitive Glass Block (Orange-Stained)
rsgauges:sensitiveglass_magenta, Redstone-Sensitive Glass Block (Magenta-Stained)
rsgauges:sensitiveglass_lightblue, Redstone-Sensitive Glass Block (Light-Blue-Stained)
rsgauges:sensitiveglass_lime, Redstone-Sensitive Glass Block (Lime-Stained)
rsgauges:sensitiveglass_pink, Redstone-Sensitive Glass Block (Pink-Stained)
rsgauges:sensitiveglass_gray, Redstone-Sensitive Glass Block (Gray-Stained)
rsgauges:sensitiveglass_lightgray, Redstone-Sensitive Glass Block (Light-Gray-Stained)
rsgauges:sensitiveglass_cyan, Redstone-Sensitive Glass Block (Cyan-Stained)
rsgauges:sensitiveglass_purple, Redstone-Sensitive Glass Block (Purple-Stained)
rsgauges:sensitiveglass_brown, Redstone-Sensitive Glass Block (Brown-Stained)
rsgauges:sensitiveglass_black, Redstone-Sensitive Glass Block (Black-Stained)
rsgauges:sensitiveglass_inverted, Redstone-Sensitive Glass Block (Inverted, Light Emitting)
rsgauges:pulseswitch_rustic4, Pulse switch
rsgauges:pulseswitch_rustic5, Pulse switch
rsgauges:pulseswitch_rustic6, Pulse switch
rsgauges:pulseswitch_oldfancy3, Pulse Switch
rsgauges:bistableswitch_oldfancy3, Bistable Switch
rsgauges:bistableswitch_oldfancy4, Bistable Switch
rsgauges:bistableswitch_oldfancy5, Bistable Switch
rsgauges:bistableswitch_oldfancy6, Bistable Switch
rsgauges:bistableswitch_oldfancy7, Bistable Switch
rsgauges:bistableswitch_rustic4, Bistable Switch
rsgauges:bistableswitch_rustic5, Bistable Switch
rsgauges:bistableswitch_rustic6, Bistable Switch
rsgauges:switchlink_pearl, Switch Link Pearl
simpledifficulty:purifiedwater, Purified Water
simpledifficulty:purified_water_bottle, Purified Water Bottle
simpledifficulty:juice:0, Apple Juice
simpledifficulty:juice:1, Beetroot Juice
simpledifficulty:juice:2, Cactus Juice
simpledifficulty:juice:3, Carrot Juice
simpledifficulty:juice:4, Chorus Fruit Juice
simpledifficulty:juice:5, Golden Apple Juice
simpledifficulty:juice:6, Golden Carrot Juice
simpledifficulty:juice:7, Glistering Melon Juice
simpledifficulty:juice:8, Melon Juice
simpledifficulty:juice:9, Pumpkin Juice
simpledifficulty:canteen, item.simpledifficulty:canteen.name
simpledifficulty:charcoal_filter, Charcoal Filter
simpledifficulty:ice_chunk, Ice Chunk
simpledifficulty:magma_chunk, Magma Chunk
simpledifficulty:ice_rod, Ice Rod
simpledifficulty:thermometer, Thermometer
simpledifficulty:wool_helmet, Cloth Hood
simpledifficulty:wool_chestplate, Cloth Jacket
simpledifficulty:wool_leggings, Cloth Pants
simpledifficulty:wool_boots, Cloth Shoes
simpledifficulty:ice_helmet, Ice Helmet
simpledifficulty:ice_chestplate, Ice Chestplate
simpledifficulty:ice_leggings, Ice Leggings
simpledifficulty:ice_boots, Ice Boots
simpledifficulty:campfire, Campfire
simpledifficulty:rain_collector, Rain Collector
simpledifficulty:heater, Heater
simpledifficulty:chiller, Chiller
simpledifficulty:spit, Campfire Spit
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
tcomplement:materials:0, Stone Bucket
tcomplement:materials:1, Scorched Brick
tcomplement:materials:6, iModifier
tcomplement:materials:10, Steel Ingot
tcomplement:materials:20, Steel Nugget
tcomplement:cast:0, Bucket Cast
tcomplement:cast_clay:0, Clay Bucket Cast
tcomplement:edibles:10, Milk Chocolate Ingot
tcomplement:edibles:11, Dark Chocolate Ingot
tcomplement:edibles:20, Milk Chocolate Nugget
tcomplement:edibles:21, Dark Chocolate Nugget
tcomplement:edibles:30, Cocoa Butter
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:alloy_tank:0, Alloy Tank
tcomplement:manyullyn_helmet, Manyullyn Helmet
tcomplement:manyullyn_chestplate, Manyullyn Chestplate
tcomplement:manyullyn_leggings, Manyullyn Leggings
tcomplement:manyullyn_boots, Manyullyn Boots
tcomplement:knightslime_helmet, Knightslime Helmet
tcomplement:knightslime_chestplate, Knightslime Chestplate
tcomplement:knightslime_leggings, Knightslime Leggings
tcomplement:knightslime_boots, Knightslime Boots
tcomplement:steel_helmet, Steel Helmet
tcomplement:steel_chestplate, Steel Chestplate
tcomplement:steel_leggings, Steel Leggings
tcomplement:steel_boots, Steel Boots
tcomplement:storage:0, Block of Charcoal
tcomplement:storage:1, Block of Steel
tcomplement:high_oven_controller:0, High Oven Controller
tcomplement:scorched_faucet:0, Scorched Faucet
tcomplement:scorched_channel:0, Scorched Channel
tcomplement:scorched_casting:0, Scorched Casting Table
tcomplement:scorched_casting:1, Scorched Casting Basin
tcomplement:high_oven_io:0, Scorched Drain
tcomplement:high_oven_io:1, Scorched Chute
tcomplement:high_oven_io:2, Scorched Duct
tcomplement:scorched_block:0, Scorched Stone
tcomplement:scorched_block:1, Scorched Cobblestone
tcomplement:scorched_block:2, Scorched Paver
tcomplement:scorched_block:3, Scorched Bricks
tcomplement:scorched_block:4, Cracked Scorched Bricks
tcomplement:scorched_block:5, Fancy Scorched Bricks
tcomplement:scorched_block:6, Square Scorched Bricks
tcomplement:scorched_block:7, Scorched Road
tcomplement:scorched_block:8, Scorched Creeperface
tcomplement:scorched_block:9, Triangle Scorched Bricks
tcomplement:scorched_block:10, Small Scorched Bricks
tcomplement:scorched_block:11, Scorched Tiles
tcomplement:scorched_slab:0, Scorched Stone Slab
tcomplement:scorched_slab:1, Scorched Cobblestone Slab
tcomplement:scorched_slab:2, Scorched Paver Slab
tcomplement:scorched_slab:3, Scorched Bricks Slab
tcomplement:scorched_slab:4, Cracked Scorched Bricks Slab
tcomplement:scorched_slab:5, Fancy Scorched Bricks Slab
tcomplement:scorched_slab:6, Square Scorched Bricks Slab
tcomplement:scorched_slab:7, Scorched Road Slab
tcomplement:scorched_slab2:0, Scorched Creeperface Slab
tcomplement:scorched_slab2:1, Triangle Scorched Bricks Slab
tcomplement:scorched_slab2:2, Small Scorched Bricks Slab
tcomplement:scorched_slab2:3, Scorched Tile Slab
tcomplement:scorched_stairs_stone:0, Scorched Stone Stairs
tcomplement:scorched_stairs_cobble:0, Scorched Cobblestone Stairs
tcomplement:scorched_stairs_paver:0, Scorched Paver Stairs
tcomplement:scorched_stairs_brick:0, Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_cracked:0, Cracked Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_fancy:0, Fancy Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_square:0, Square Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_triangle:0, Triangle Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_small:0, Small Scorched Bricks Stairs
tcomplement:scorched_stairs_road:0, Scorched Road Stairs
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
tcomplement:chisel_head:0, Wooden Chisel Head
tcomplement:chisel_head:0, Stone Chisel Head
tcomplement:chisel_head:0, Flint Chisel Head
tcomplement:chisel_head:0, Cactus Chisel Head
tcomplement:chisel_head:0, Bone Chisel Head
tcomplement:chisel_head:0, Obsidian Chisel Head
tcomplement:chisel_head:0, Prismarine Chisel Head
tcomplement:chisel_head:0, End Chisel Head
tcomplement:chisel_head:0, Paper Chisel Head
tcomplement:chisel_head:0, Sponge Chisel Head
tcomplement:chisel_head:0, Firewood Chisel Head
tcomplement:chisel_head:0, Iron Chisel Head
tcomplement:chisel_head:0, Pig Iron Chisel Head
tcomplement:chisel_head:0, Knightslime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Slime Chisel Head
tcomplement:chisel_head:0, Magma Slime Chisel Head
tcomplement:chisel_head:0, Netherrack Chisel Head
tcomplement:chisel_head:0, Cobalt Chisel Head
tcomplement:chisel_head:0, Ardite Chisel Head
tcomplement:chisel_head:0, Manyullyn Chisel Head
tcomplement:chisel_head:0, Copper Chisel Head
tcomplement:chisel_head:0, Bronze Chisel Head
tcomplement:chisel_head:0, Lead Chisel Head
tcomplement:chisel_head:0, Silver Chisel Head
tcomplement:chisel_head:0, Electrum Chisel Head
tcomplement:chisel_head:0, Steel Chisel Head
tcomplement:chisel_head:0, Treated Wood Chisel Head
tcomplement:chisel_head:0, Constantan Chisel Head
tcomplement:chisel, Chisel
vc:item_guidebook_main, The 'Vies' Craft, vol.1
vc:item_dismounter_normal, Dismounter
vc:item_dismounter_player, Dismounter Player
vc:item_viesoline_pellets, Viesoline Pellets
vc:item_logic_chip, Logic Chip
vc:item_airship_ignition, Airship Core
vc:item_airship_frame, Airship Frame
vc:item_airship_engine, Airship Engine
vc:item_airship_balloon, Airship Balloon
vc:upgrades/item_upgrade_airship_core:0, §fCore Shard
vc:upgrades/item_upgrade_airship_core:1, §fCore Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_core:2, §eCore Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_core:3, §bCore Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_core:4, §dCore Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_core:5, §cCore Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_frame:0, §fFrame Casing
vc:upgrades/item_upgrade_airship_frame:1, §fFrame Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_frame:2, §eFrame Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_frame:3, §bFrame Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_frame:4, §dFrame Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_frame:5, §cFrame Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_engine:0, §fEngine Fragment
vc:upgrades/item_upgrade_airship_engine:1, §fEngine Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_engine:2, §eEngine Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_engine:3, §bEngine Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_engine:4, §dEngine Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_engine:5, §cEngine Upgrade §7(§cTier 5§7)
vc:upgrades/item_upgrade_airship_balloon:0, §fBalloon Remnant
vc:upgrades/item_upgrade_airship_balloon:1, §fBalloon Upgrade §7(§fTier 1§7)
vc:upgrades/item_upgrade_airship_balloon:2, §eBalloon Upgrade §7(§eTier 2§7)
vc:upgrades/item_upgrade_airship_balloon:3, §bBalloon Upgrade §7(§bTier 3§7)
vc:upgrades/item_upgrade_airship_balloon:4, §dBalloon Upgrade §7(§dTier 4§7)
vc:upgrades/item_upgrade_airship_balloon:5, §cBalloon Upgrade §7(§cTier 5§7)
vc:item_bomb:0, §fBomb Casing
vc:item_bomb:1, §eSmall Bomb
vc:item_bomb:2, §eBig Bomb
vc:item_bomb:3, §eScatter Bomb
vc:modules/item_module_type:0, §fModule Chip
vc:modules/item_module_type:1, §eLesser Altitude §7(§4Module§7)
vc:modules/item_module_type:2, §bAltitude §7(§4Module§7)
vc:modules/item_module_type:3, §dGreater Altitude §7(§4Module§7)
vc:modules/item_module_type:4, §eLesser Speed §7(§4Module§7)
vc:modules/item_module_type:5, §bSpeed §7(§4Module§7)
vc:modules/item_module_type:6, §dGreater Speed §7(§4Module§7)
vc:modules/item_module_type:7, §eLesser Storage §7(§4Module§7)
vc:modules/item_module_type:8, §bStorage §7(§4Module§7)
vc:modules/item_module_type:9, §dGreater Storage §7(§4Module§7)
vc:modules/item_module_type:10, §eLesser Fuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:11, §bFuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:12, §dGreater Fuel Efficiency §7(§4Module§7)
vc:modules/item_module_type:13, §eLesser Music §7(§4Module§7)
vc:modules/item_module_type:14, §bMusic §7(§4Module§7)
vc:modules/item_module_type:15, §dGreater Music §7(§4Module§7)
vc:modules/item_module_type:16, §eLesser Cruise Control §7(§4Module§7)
vc:modules/item_module_type:17, §bCruise Control §7(§4Module§7)
vc:modules/item_module_type:18, §dGreater Cruise Control §7(§4Module§7)
vc:modules/item_module_type:19, §eLesser Water Landing §7(§4Module§7)
vc:modules/item_module_type:20, §bWater Landing §7(§4Module§7)
vc:modules/item_module_type:21, §dGreater Water Landing §7(§4Module§7)
vc:modules/item_module_type:22, §eLesser Infinite Fuel §7(§4Module§7)
vc:modules/item_module_type:23, §bInfinite Fuel §7(§4Module§7)
vc:modules/item_module_type:24, §dGreater Infinite Fuel §7(§4Module§7)
vc:modules/item_module_type:25, §eLesser Bombing §7(§4Module§7)
vc:modules/item_module_type:26, §bBombing §7(§4Module§7)
vc:modules/item_module_type:27, §dGreater Bombing §7(§4Module§7)
vc:modules/item_module_creative, item.vc:modules/item_module_creative.name
vc:airships/item_airship:0, §7Airship§a - '§7Airship§a'
vc:airships/item_airship:1, §fAirship§a - '§fAirship§a'
vc:airships/item_airship:2, §eAirship§a - '§eAirship§a'
vc:airships/item_airship:3, §bAirship§a - '§bAirship§a'
vc:airships/item_airship:4, §dAirship§a - '§dAirship§a'
vc:airships/item_airship:5, §cAirship§a - '§cAirship§a'
vc:airships/item_airship_creative:0, §6Airship§a - §6Creative §4§l (§9C§ar§be§ca§dt§ei§fv§3e§4§l) 
vc:achievements/achievement_airship:0, Icon - create_engine
vc:achievements/achievement_airship:1, Icon - create_ignition
vc:achievements/achievement_airship:2, Icon - create
vc:achievements/achievement_airship:3, Icon - create_color
vc:achievements/achievement_airship:4, Icon - create_module
vc:achievements/achievement_airship:5, Icon - airborn
vc:achievements/achievement_airship:6, Icon - water
vc:achievements/achievement_airship:7, Icon - lava
vc:achievements/achievement_airship_portal, item.vc:achievements/achievement_airship_portal.name
vc:symbols/item_display_symbol:0, None
vc:symbols/item_display_symbol:1, Category - Block/Item
vc:symbols/item_display_symbol:2, Category - Head
vc:symbols/item_display_symbol:3, Category - Supporter Head
vc:symbols/item_display_symbol:4, Category - Holiday
vc:symbols/item_display_symbol:5, Unused Category
vc:symbols/item_display_symbol:6, Unused Category
vc:symbols/item_display_symbol:7, Unused Category
vc:symbols/item_display_symbol:8, Unused Category
vc:symbols/item_display_symbol:9, Unused Category
vc:symbols/item_display_symbol:10, ViesCraft Logo
vc:symbols/item_display_symbol:11, Forge Logo
vc:symbols/item_display_symbol:12, Minecraft Logo
vc:symbols/item_display_symbol:13, Coin Stack
vc:symbols/item_display_symbol:14, Scroll
vc:symbols/item_display_symbol:15, Wrench
vc:symbols/item_display_symbol:16, Key
vc:symbols/item_display_symbol:17, Padlock
vc:symbols/item_display_symbol:18, Bell
vc:symbols/item_display_symbol:19, Anchor
vc:symbols/item_display_symbol:20, Barrel
vc:symbols/item_display_symbol:21, Gears
vc:airship_workbench, Airship Workbench
wct:wct, Wireless Crafting Terminal
wct:wct_creative, Creative Wireless Crafting Terminal
wct:magnet_card, Magnet Card
wft:wft, Wireless Fluid Terminal
wft:wft_creative, Creative Wireless Fluid Terminal
wit:wit, Wireless Interface Terminal
wit:wit_creative, Creative Wireless Interface Terminal
wpt:wpt, Wireless Pattern Terminal
wpt:wpt_creative, Creative Wireless Pattern Terminal
wumpleutil:repairing_block, Repairing Block
immersiveintelligence:material:0, Advanced Vacuum Tube
immersiveintelligence:material:1, Basic Electronic Component
immersiveintelligence:material:2, Raw Basic Circuit Board
immersiveintelligence:material:3, Etched Basic Circuit Board
immersiveintelligence:material:4, Advanced Electronic Component
immersiveintelligence:material:5, Raw Advanced Circuit Board
immersiveintelligence:material:6, Etched Advanced Circuit Board
immersiveintelligence:material:7, Advanced Circuit Board
immersiveintelligence:material:8, Transistor
immersiveintelligence:material:9, Processor
immersiveintelligence:material:10, Raw Processor Circuit Board
immersiveintelligence:material:11, Etched Processor Circuit Board
immersiveintelligence:material:12, Processor Circuit Board
immersiveintelligence:material:13, Compact Electric Engine
immersiveintelligence:material:14, Advanced Compact Electric Engine
immersiveintelligence:material:15, Empty Punchtape
immersiveintelligence:material:16, RDX Dust
immersiveintelligence:material:17, HMX Dust
immersiveintelligence:material:18, White Phosphorus
immersiveintelligence:material:19, Salt Dust
immersiveintelligence:material:20, Carbon Brush
immersiveintelligence:material:21, Glass Fibre Cable
immersiveintelligence:material:22, Sawdust
immersiveintelligence:material:23, Formaldehyde Dust
immersiveintelligence:material:24, Hexamine Dust
immersiveintelligence:material:25, Wood Pulp
immersiveintelligence:material:26, Treated Wood Pulp
immersiveintelligence:material:27, Artificial Leather
immersiveintelligence:material:28, Natural Rubber
immersiveintelligence:material:29, Rubber Belt
immersiveintelligence:material:30, Rubber Tire
immersiveintelligence:material_ingot:0, Advanced Electronic Alloy Ingot
immersiveintelligence:material_ingot:1, Brass Ingot
immersiveintelligence:material_ingot:2, Platinum Ingot
immersiveintelligence:material_ingot:3, Tungsten Ingot
immersiveintelligence:material_ingot:4, Zinc Ingot
immersiveintelligence:material_ingot:5, Magnet
immersiveintelligence:material_ingot:6, Silicon Ingot
immersiveintelligence:material_plate:0, Advanced Electronic Alloy Plate
immersiveintelligence:material_plate:1, Brass Plate
immersiveintelligence:material_plate:2, Platinum Plate
immersiveintelligence:material_plate:3, Tungsten Plate
immersiveintelligence:material_plate:4, Zinc Plate
immersiveintelligence:material_plate:5, Silicon Wafer
immersiveintelligence:material_dust:0, Advanced Electronic Alloy Grit
immersiveintelligence:material_dust:1, Brass Grit
immersiveintelligence:material_dust:2, Platinum Grit
immersiveintelligence:material_dust:3, Tungsten Grit
immersiveintelligence:material_dust:4, Zinc Grit
immersiveintelligence:material_dust:5, Silicon Dust
immersiveintelligence:material_dust:6, Fluorite Dust
immersiveintelligence:material_dust:7, Quartz Dust
immersiveintelligence:material_dust:8, Dirty Quartz Dust
immersiveintelligence:material_dust:9, Phosphorus Dust
immersiveintelligence:material_nugget:0, Advanced Electronic Alloy Nugget
immersiveintelligence:material_nugget:1, Brass Nugget
immersiveintelligence:material_nugget:2, Platinum Nugget
immersiveintelligence:material_nugget:3, Tungsten Nugget
immersiveintelligence:material_nugget:4, Zinc Nugget
immersiveintelligence:material_nugget:5, Silicon Piece
immersiveintelligence:material_wire:0, Tungsten Wire
immersiveintelligence:material_spring:0, Brass Spring
immersiveintelligence:material_spring:1, Iron Spring
immersiveintelligence:material_spring:2, Steel Spring
immersiveintelligence:material_gem:0, Nether Fluorite
immersiveintelligence:material_gem:1, Nether Phosphorus
immersiveintelligence:material_boule:0, Silicon Boule
immersiveintelligence:press_mold:0, Metal Press Mold: Artillery Shell Casing
immersiveintelligence:press_mold:1, Metal Press Mold: Machinegun Bullet Casing
immersiveintelligence:press_mold:2, Metal Press Mold: Submachinegun Bullet Casing
immersiveintelligence:press_mold:3, Metal Press Mold: Grenade
immersiveintelligence:press_mold:4, Metal Press Mold: Light Howitzer Shell Casing
immersiveintelligence:circuit_functional:0, Arithmetic Circuit
